Formatted.Date,Summary,Precip.Type,Temperature..C.,Apparent.Temperature..C.,Humidity,Wind.Speed..km.h.,Wind.Bearing..degrees.,Visibility..km.,Pressure..millibars.,Daily.Summary
2006-04-12 07:00:00.000 +0200,3,1,6.066666667,1.633333333,0.93,27.9818,348,6.3434,1003.96,4
2006-04-12 08:00:00.000 +0200,5,1,6.144444444,1.494444444,0.93,30.8637,349,10.5455,1004.1,4
2006-04-12 09:00:00.000 +0200,5,1,7.133333333,2.688888889,0.8,32.1678,349,11.2056,1004.26,4
2006-04-12 10:00:00.000 +0200,3,1,7.205555556,3.233333333,0.86,26.5328,339,11.27,1004.18,4
2006-04-12 11:00:00.000 +0200,2,1,7.566666667,3.544444444,0.84,28.336,339,10.5455,1004.23,4
2006-04-12 12:00:00.000 +0200,2,1,8.9,5.161111111,0.77,29.8333,348,11.27,1004.47,4
2006-04-12 13:00:00.000 +0200,2,1,9.961111111,6.644444444,0.71,28.4809,339,11.27,1004.52,4
2006-04-12 14:00:00.000 +0200,2,1,9.888888889,6.55,0.71,28.5131,338,11.0768,1004.29,4
2006-04-12 15:00:00.000 +0200,2,1,11.06666667,11.06666667,0.71,25.6956,320,11.27,1003.93,4
2006-04-12 16:00:00.000 +0200,3,1,10.11666667,10.11666667,0.76,25.3414,311,11.27,1004,4
2006-04-12 17:00:00.000 +0200,3,1,11.03888889,11.03888889,0.66,21.413,311,9.982,1004.3,4
2006-04-12 18:00:00.000 +0200,3,1,10.65,10.65,0.7,17.8549,310,14.9086,1004,4
2006-04-12 19:00:00.000 +0200,3,1,10.05,10.05,0.7,15.1984,328,9.982,1004.39,4
2006-04-12 20:00:00.000 +0200,2,1,9.9,7.716666667,0.66,15.7297,348,11.0285,1005.48,4
2006-04-12 21:00:00.000 +0200,3,1,8.794444444,6.816666667,0.71,12.3648,20,9.982,1005.89,4
2006-04-12 22:00:00.000 +0200,2,1,7.827777778,5.405555556,0.72,13.8943,28,15.8263,1006.37,4
2006-04-12 23:00:00.000 +0200,3,1,7.855555556,6.122222222,0.72,9.8049,11,15.0052,1006.56,4
2006-04-13 00:00:00.000 +0200,2,1,7.316666667,6.211111111,0.75,6.6654,326,15.8746,1007.07,5
2006-04-13 01:00:00.000 +0200,3,1,7.244444444,6.005555556,0.75,7.1162,309,15.8746,1007.37,5
2006-04-13 02:00:00.000 +0200,1,1,5.438888889,5.438888889,0.88,3.7191,193,9.982,1012.23,5
2006-04-13 03:00:00.000 +0200,3,1,7.2,4.55,0.76,14.4739,273,15.8263,1007.28,5
2006-04-13 04:00:00.000 +0200,3,1,6.688888889,3.161111111,0.7,20.5275,300,15.8263,1007.18,5
2006-04-13 05:00:00.000 +0200,3,1,6.211111111,2.694444444,0.73,19.3039,309,14.9569,1007.39,5
2006-04-13 06:00:00.000 +0200,3,1,6.111111111,2.8,0.76,17.4363,300,9.982,1007.67,5
2006-04-13 07:00:00.000 +0200,3,1,6.111111111,2.438888889,0.76,20.4148,300,9.982,1007.98,5
2006-04-13 08:00:00.000 +0200,3,1,6.172222222,2.922222222,0.76,17.0499,307,9.982,1008.57,5
2006-04-13 09:00:00.000 +0200,3,1,7.222222222,3.833333333,0.71,20.5114,319,9.982,1008.87,5
2006-04-13 10:00:00.000 +0200,3,1,7.288888889,4.244444444,0.73,17.6456,328,9.982,1009.44,5
2006-04-13 11:00:00.000 +0200,3,1,7.405555556,4.816666667,0.72,14.4095,318,9.982,1010.03,5
2006-04-13 12:00:00.000 +0200,3,1,7.961111111,6.072222222,0.7,10.7548,321,10.0464,1010.22,5
2006-04-13 13:00:00.000 +0200,3,1,8.033333333,7.583333333,0.7,4.8622,349,10.0464,1010.39,5
2006-04-13 14:00:00.000 +0200,3,1,9.077777778,9.077777778,0.65,2.3828,348,10.0303,1010.24,5
2006-04-13 15:00:00.000 +0200,3,1,9.05,9.05,0.62,0.322,243,9.982,1010,5
2006-04-13 16:00:00.000 +0200,3,1,9.05,9.05,0.65,3.2522,177,11.2056,1009.98,5
2006-04-13 17:00:00.000 +0200,3,1,9.183333333,9.183333333,0.65,3.0107,170,11.0285,1010.05,5
2006-04-13 18:00:00.000 +0200,3,1,9.072222222,7.455555556,0.7,10.465,172,9.982,1010.1,5
2006-04-13 19:00:00.000 +0200,3,1,7.983333333,6.811111111,0.75,7.3416,172,9.982,1010.39,5
2006-04-13 20:00:00.000 +0200,3,1,8.072222222,6.433333333,0.75,9.5151,150,9.982,1010.91,5
2006-04-13 21:00:00.000 +0200,3,1,7.894444444,6.127777778,0.82,9.9981,142,9.982,1011.32,5
2006-04-13 22:00:00.000 +0200,3,1,7.311111111,4.805555556,0.83,13.685,141,11.9784,1011.61,5
2006-04-13 23:00:00.000 +0200,2,1,7.338888889,5.183333333,0.84,11.5437,141,14.168,1011.97,5
2006-04-14 00:00:00.000 +0200,2,1,6.622222222,4.111111111,0.85,12.719,142,14.9086,1012.22,2
2006-04-14 01:00:00.000 +0200,1,1,6.066666667,3.411111111,0.88,12.8961,130,14.9086,1012.74,2
2006-04-14 02:00:00.000 +0200,1,1,8.338888889,8.338888889,0.88,0.6923,359,15.0052,1015.35,2
2006-04-14 03:00:00.000 +0200,2,1,5.183333333,4.111111111,0.91,5.5384,166,9.982,1013.29,2
2006-04-14 04:00:00.000 +0200,2,1,3.722222222,2.566666667,0.94,5.2003,145,9.982,1013.39,2
2006-04-14 05:00:00.000 +0200,2,1,4.855555556,3.705555556,0.93,5.6189,170,5.9248,1013.45,2
2006-04-14 06:00:00.000 +0200,4,1,5.211111111,5.211111111,0.92,4.7656,178,1.2236,1013.4,2
2006-04-14 07:00:00.000 +0200,3,1,6.255555556,4.638888889,0.92,7.9212,223,7.2128,1013.81,2
2006-04-14 08:00:00.000 +0200,2,1,7.794444444,6.055555556,0.87,9.7566,240,10.6743,1014.7,2
2006-04-14 09:00:00.000 +0200,2,1,10.05,10.05,0.76,9.6922,231,11.2056,1014.67,2
2006-04-14 10:00:00.000 +0200,2,1,12.2,12.2,0.66,14.49,230,9.982,1014.66,2
2006-04-14 11:00:00.000 +0200,2,1,12.7,12.7,0.63,20.3343,214,11.0285,1014.8,2
2006-04-14 12:00:00.000 +0200,1,1,13.93333333,13.93333333,0.58,23.5865,222,11.27,1014.47,2
2006-04-14 13:00:00.000 +0200,1,1,15.09444444,15.09444444,0.59,22.2985,241,11.27,1014.16,2
2006-04-14 14:00:00.000 +0200,2,1,15.15,15.15,0.5,14.7154,235,11.4471,1014.07,2
2006-04-14 15:00:00.000 +0200,1,1,16.17777778,16.17777778,0.44,14.49,238,11.27,1013.34,2
2006-04-14 16:00:00.000 +0200,1,1,16.25,16.25,0.55,14.7154,211,11.27,1012.72,2
2006-04-14 17:00:00.000 +0200,1,1,16.29444444,16.29444444,0.5,19.5937,221,11.4471,1012.38,2
2006-04-14 18:00:00.000 +0200,1,1,16.1,16.1,0.56,14.8281,215,11.1251,1012.38,2
2006-04-14 19:00:00.000 +0200,1,1,12.95555556,12.95555556,0.68,11.9784,224,11.27,1012.72,2
2006-04-14 20:00:00.000 +0200,2,1,13.85,13.85,0.64,11.5598,231,11.4471,1013.42,2
2006-04-14 21:00:00.000 +0200,2,1,12.77777778,12.77777778,0.69,14.2485,358,10.0464,1014.41,2
2006-04-14 22:00:00.000 +0200,2,1,12.15,12.15,0.72,11.2539,8,15.8746,1014.89,2
2006-04-14 23:00:00.000 +0200,2,1,10.67777778,10.67777778,0.81,5.7799,59,15.0052,1014.91,2
2006-04-15 00:00:00.000 +0200,2,1,10.44444444,10.44444444,0.83,2.6404,63,15.8746,1014.75,2
2006-04-15 01:00:00.000 +0200,2,1,9.822222222,9.466666667,0.8,5.313,65,15.8746,1015.55,2
2006-04-15 02:00:00.000 +0200,2,1,11.02777778,11.02777778,0.74,11.3827,146,14.9569,1015.7,2
2006-04-15 03:00:00.000 +0200,2,1,7.138888889,7.138888889,0.93,3.6547,305,14.9086,1016.43,2
2006-04-15 04:00:00.000 +0200,2,1,7.622222222,5.644444444,0.89,10.8675,327,14.9086,1016.56,2
2006-04-15 05:00:00.000 +0200,2,1,7.627777778,6.611111111,0.86,6.5205,319,13.3791,1017.15,2
2006-04-15 06:00:00.000 +0200,2,1,7.044444444,4.855555556,0.86,11.3988,271,9.982,1017.37,2
2006-04-15 07:00:00.000 +0200,1,1,8.6,7.038888889,0.84,9.66,297,9.982,1018.25,2
2006-04-15 08:00:00.000 +0200,1,1,9.65,7.383333333,0.84,15.9551,289,9.982,1019.24,2
2006-04-15 09:00:00.000 +0200,1,1,12.10555556,12.10555556,0.72,13.1698,310,9.982,1019.83,2
2006-04-15 10:00:00.000 +0200,1,1,12.77777778,12.77777778,0.71,13.1698,301,11.2056,1020.51,2
2006-04-15 11:00:00.000 +0200,1,1,13.81111111,13.81111111,0.65,9.6761,307,11.4471,1020.91,2
2006-04-15 12:00:00.000 +0200,1,1,16.01666667,16.01666667,0.48,11.2378,307,11.27,1020.6,2
2006-04-15 13:00:00.000 +0200,1,1,17.12777778,17.12777778,0.47,12.7029,308,11.27,1020.39,2
2006-04-15 14:00:00.000 +0200,1,1,17.14444444,17.14444444,0.43,10.6099,279,11.4471,1020.34,2
2006-04-15 15:00:00.000 +0200,2,1,17.77777778,17.77777778,0.4,7.9534,272,11.2056,1019.7,2
2006-04-15 16:00:00.000 +0200,2,1,17.77777778,17.77777778,0.37,2.5921,351,11.2056,1018.89,2
2006-04-15 17:00:00.000 +0200,2,1,17.80555556,17.80555556,0.43,11.0124,175,10.3523,1018.48,2
2006-04-15 18:00:00.000 +0200,2,1,16.15555556,16.15555556,0.52,9.1931,172,9.982,1017.87,2
2006-04-15 19:00:00.000 +0200,2,1,14.05,14.05,0.63,9.1609,160,9.982,1017.56,2
2006-04-15 20:00:00.000 +0200,2,1,13.08888889,13.08888889,0.67,9.2736,138,9.982,1017.38,2
2006-04-15 21:00:00.000 +0200,2,1,12.28888889,12.28888889,0.72,9.4507,141,9.982,1017.58,2
2006-04-15 22:00:00.000 +0200,3,1,12.77777778,12.77777778,0.66,11.0768,141,15.8263,1017.65,2
2006-04-15 23:00:00.000 +0200,3,1,12.72777778,12.72777778,0.67,13.3791,149,14.9569,1017.36,2
2006-04-16 00:00:00.000 +0200,3,1,12.26666667,12.26666667,0.69,14.1358,151,15.8263,1016.8,2
2006-04-16 01:00:00.000 +0200,3,1,11.71111111,11.71111111,0.71,11.3183,158,15.8263,1016.64,2
2006-04-16 02:00:00.000 +0200,1,1,10.82777778,10.82777778,0.86,9.177,259,14.168,1013.13,2
2006-04-16 03:00:00.000 +0200,3,1,12.2,12.2,0.59,14.168,141,15.8263,1014.79,2
2006-04-16 04:00:00.000 +0200,3,1,12.2,12.2,0.6,14.2968,151,15.8263,1014.25,2
2006-04-16 05:00:00.000 +0200,3,1,11.68888889,11.68888889,0.68,13.8299,152,14.9569,1013.95,2
2006-04-16 06:00:00.000 +0200,3,1,11.20555556,11.20555556,0.77,14.007,132,9.982,1013.63,2
2006-04-16 07:00:00.000 +0200,2,1,11.13333333,11.13333333,0.77,15.4882,150,9.982,1013.27,2
2006-04-16 08:00:00.000 +0200,2,1,11.43888889,11.43888889,0.77,13.8782,163,10.3523,1013.56,2
2006-04-16 09:00:00.000 +0200,2,1,13.03333333,13.03333333,0.81,14.4578,209,9.982,1012.85,2
2006-04-16 10:00:00.000 +0200,2,1,17.24444444,17.24444444,0.62,25.0194,221,11.27,1012.15,2
2006-04-16 11:00:00.000 +0200,2,1,17.73888889,17.73888889,0.53,27.37,230,11.4471,1011.71,2
2006-04-16 12:00:00.000 +0200,3,1,17.84444444,17.84444444,0.56,22.218,251,11.27,1011.28,2
2006-04-16 13:00:00.000 +0200,2,1,18.86111111,18.86111111,0.56,23.5382,250,11.27,1010.99,2
2006-04-16 14:00:00.000 +0200,3,1,18.66666667,18.66666667,0.56,19.8996,240,11.3988,1010.93,2
2006-04-16 15:00:00.000 +0200,3,1,17.82222222,17.82222222,0.56,17.5007,243,11.27,1010.7,2
2006-04-16 16:00:00.000 +0200,3,1,17.8,17.8,0.59,17.6939,281,11.27,1010.52,2
2006-04-16 17:00:00.000 +0200,2,1,17.35,17.35,0.57,19.5615,295,11.3988,1010.69,2
2006-04-16 18:00:00.000 +0200,2,1,16.06666667,16.06666667,0.67,21.8155,280,11.2056,1010.86,2
2006-04-16 19:00:00.000 +0200,2,1,14.93333333,14.93333333,0.73,17.2753,280,11.2056,1011.14,2
2006-04-16 20:00:00.000 +0200,2,1,13.92222222,13.92222222,0.78,11.7691,279,11.2861,1011.64,2
2006-04-16 21:00:00.000 +0200,2,1,12.75555556,12.75555556,0.84,11.0446,270,11.0768,1012.02,2
2006-04-16 22:00:00.000 +0200,2,1,12.75555556,12.75555556,0.84,11.0607,277,15.6975,1012.21,2
2006-04-16 23:00:00.000 +0200,2,1,12.37222222,12.37222222,0.86,7.2933,239,14.8764,1012.33,2
2006-04-17 00:00:00.000 +0200,2,1,11.18333333,11.18333333,0.93,6.923,241,15.8263,1012.6,1
2006-04-17 01:00:00.000 +0200,2,1,11.66666667,11.66666667,0.9,11.1734,242,15.8263,1012.8,1
2006-04-17 02:00:00.000 +0200,1,1,8.977777778,7.366666667,0.95,10.3201,266,6.8425,1012.66,1
2006-04-17 03:00:00.000 +0200,2,1,10.57777778,10.57777778,0.93,11.1734,278,14.9086,1012.32,1
2006-04-17 04:00:00.000 +0200,2,1,10.53333333,10.53333333,0.89,14.007,269,14.9086,1012.33,1
2006-04-17 05:00:00.000 +0200,2,1,10.58888889,10.58888889,0.87,7.2933,269,14.168,1012.55,1
2006-04-17 06:00:00.000 +0200,2,1,9.983333333,9.283333333,0.89,6.7298,297,15.8263,1012.71,1
2006-04-17 07:00:00.000 +0200,2,1,11.02222222,11.02222222,0.86,7.889,307,9.982,1013.01,1
2006-04-17 08:00:00.000 +0200,1,1,13.53888889,13.53888889,0.75,11.8657,305,9.982,1013.23,1
2006-04-17 09:00:00.000 +0200,1,1,13.88888889,13.88888889,0.68,20.0123,308,11.2056,1013.31,1
2006-04-17 10:00:00.000 +0200,1,1,15,15,0.67,17.5812,300,11.2056,1013.4,1
2006-04-17 11:00:00.000 +0200,1,1,17.18333333,17.18333333,0.57,15.9551,319,11.4471,1013.27,1
2006-04-17 12:00:00.000 +0200,2,1,16.2,16.2,0.62,16.3093,309,11.27,1013.02,1
2006-04-17 13:00:00.000 +0200,2,1,17.75,17.75,0.56,17.7744,290,11.2056,1013.03,1
2006-04-17 14:00:00.000 +0200,2,1,18.40555556,18.40555556,0.54,19.0785,297,15.3594,1012.55,1
2006-04-17 15:00:00.000 +0200,1,1,17.82222222,17.82222222,0.59,17.5973,319,11.27,1012.03,1
2006-04-17 16:00:00.000 +0200,1,1,17.31111111,17.31111111,0.57,20.3343,310,11.27,1011.81,1
2006-04-17 17:00:00.000 +0200,1,1,17.50555556,17.50555556,0.55,13.7172,316,11.4471,1011.33,1
2006-04-17 18:00:00.000 +0200,2,1,17.26666667,17.26666667,0.54,14.3773,309,9.982,1011.2,1
2006-04-17 19:00:00.000 +0200,2,1,15.13888889,15.13888889,0.61,10.8997,310,9.982,1011.5,1
2006-04-17 20:00:00.000 +0200,2,1,13.25,13.25,0.69,4.7173,325,9.982,1011.76,1
2006-04-17 21:00:00.000 +0200,1,1,12.29444444,12.29444444,0.72,4.669,282,9.982,1012.01,1
2006-04-17 22:00:00.000 +0200,1,1,10.7,10.7,0.79,3.5742,281,15.8263,1012.31,1
2006-04-17 23:00:00.000 +0200,1,1,9.855555556,9.388888889,0.85,5.7477,274,14.9569,1012.51,1
2006-04-18 00:00:00.000 +0200,1,1,9.522222222,7.861111111,0.88,11.27,280,11.9784,1012.52,6
2006-04-18 01:00:00.000 +0200,1,1,8.405555556,8.405555556,0.92,3.1234,255,11.9784,1012.61,6
2006-04-18 02:00:00.000 +0200,2,1,13.01111111,13.01111111,0.82,9.6278,46,14.9569,1011.27,6
2006-04-18 03:00:00.000 +0200,1,1,7.733333333,7.733333333,0.96,3.4293,277,4.2987,1012.54,6
2006-04-18 04:00:00.000 +0200,1,1,6.138888889,6.138888889,0.96,3.3488,284,4.1216,1012.44,6
2006-04-18 05:00:00.000 +0200,1,1,6.472222222,6.472222222,0.95,2.9946,283,4.7656,1012.62,6
2006-04-18 06:00:00.000 +0200,4,1,6.627777778,6.627777778,0.96,3.3005,313,2.9302,1012.75,6
2006-04-18 07:00:00.000 +0200,6,1,8.688888889,8.688888889,0.93,1.4329,290,5.8443,1012.96,6
2006-04-18 08:00:00.000 +0200,1,1,11.99444444,11.99444444,0.81,2.415,345,9.6117,1013.38,6
2006-04-18 09:00:00.000 +0200,1,1,13.76666667,13.76666667,0.78,4.1538,16,9.6761,1013.14,6
2006-04-18 10:00:00.000 +0200,1,1,15.08888889,15.08888889,0.77,7.3738,332,9.9015,1013.33,6
2006-04-18 11:00:00.000 +0200,1,1,16.45555556,16.45555556,0.68,7.8085,350,11.0768,1013.56,6
2006-04-18 12:00:00.000 +0200,1,1,17.31111111,17.31111111,0.62,7.3738,330,11.27,1013.61,6
2006-04-18 13:00:00.000 +0200,1,1,17.87222222,17.87222222,0.64,8.372,12,11.27,1013.11,6
2006-04-18 14:00:00.000 +0200,1,1,19.03888889,19.03888889,0.47,7.0679,39,11.4471,1012.69,6
2006-04-18 15:00:00.000 +0200,1,1,18.97777778,18.97777778,0.51,10.8675,3,11.27,1012.2,6
2006-04-18 16:00:00.000 +0200,1,1,19.00555556,19.00555556,0.55,4.8139,9,11.2056,1011.7,6
2006-04-18 17:00:00.000 +0200,2,1,19.01111111,19.01111111,0.53,4.7978,33,11.3988,1011.4,6
2006-04-18 18:00:00.000 +0200,2,1,17.86666667,17.86666667,0.64,10.9319,24,11.2056,1011.32,6
2006-04-18 19:00:00.000 +0200,2,1,17.26666667,17.26666667,0.62,10.8514,33,9.982,1011.23,6
2006-04-18 20:00:00.000 +0200,2,1,16.18888889,16.18888889,0.61,5.0876,25,10.3523,1011.5,6
2006-04-18 21:00:00.000 +0200,2,1,14.88333333,14.88333333,0.72,9.177,32,9.982,1012.05,6
2006-04-18 22:00:00.000 +0200,2,1,14.32777778,14.32777778,0.75,10.9319,31,15.8263,1012.15,6
2006-04-18 23:00:00.000 +0200,3,1,14.51111111,14.51111111,0.75,6.3756,47,14.9569,1012.09,6
2006-04-19 00:00:00.000 +0200,3,1,14.37222222,14.37222222,0.75,6.5366,67,15.8263,1011.83,7
2006-04-19 01:00:00.000 +0200,3,1,14.87777778,14.87777778,0.72,14.2163,60,15.8263,1011.45,7
